category,bathrooms,bedrooms,has_photo,price,square_feet,cityname,state,latitude,longitude,source,allows_cats,allows_dogs,has_pool,has_parking,has_fee
housing/rent/apartment,1.0,1.0,1,790.0,788,Lincoln,NE,40.7857,-96.6522,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,2601.0,666,Arlington,VA,38.891,-77.0816,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.5,2.0,1,1050.0,1080,Irving,TX,32.8471,-96.9648,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.5,2.0,1,810.0,899,Erlanger,KY,39.0133,-84.6049,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,1499.0,835,Arlington,VA,38.891,-77.0816,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,1295.0,730,Broomfield,CO,39.9347,-105.0766,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1541.0,1059,Broomfield,CO,39.9347,-105.0766,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,2690.0,1044,Arlington,VA,38.891,-77.0816,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,2.0,1,985.0,625,Victorville,CA,34.4862,-117.3661,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,3.0,0,1589.0,1279,Lakeland,FL,28.1231,-81.9872,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.5,2.0,1,2140.0,1837,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,0,795.0,687,Irving,TX,32.8254,-96.955,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1575.0,713,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,861.0,736,Irving,TX,32.8254,-96.955,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,4.0,0,1695.0,1642,Victorville,CA,34.5836,-117.3692,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1410.0,1226,Virginia Beach,VA,36.7992,-76.1756,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,625.0,610,Bismarck,ND,46.8181,-100.7798,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1850.0,803,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,2099.0,683,Arlington,VA,38.8431,-77.092,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,590.0,600,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,575.0,700,Jamestown,ND,46.9096,-98.7045,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,1130.0,630,Aurora,CO,39.6931,-104.7857,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1583.0,964,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1226.0,870,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1369.0,899,Virginia Beach,VA,36.8528,-75.9783,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,1,957.0,429,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,959.0,936,Tucson,AZ,32.2428,-110.9462,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1295.0,1050,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,665.0,720,Lexington,KY,37.9831,-84.4876,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,1,2358.0,1050,Arlington,VA,38.8431,-77.092,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1143.0,643,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1390.0,1121,Virginia Beach,VA,36.8543,-75.9764,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,869.0,980,Lexington,KY,37.9831,-84.4876,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,0,812.0,969,Tucson,AZ,32.3126,-110.9189,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,0,790.0,645,Tucson,AZ,32.3126,-110.9189,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1577.0,1115,Aurora,CO,39.6931,-104.7857,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,1670.0,736,Northborough,MA,42.315,-71.6493,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1907.0,1151,Northborough,MA,42.315,-71.6493,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,2180.0,1273,Northborough,MA,42.315,-71.6493,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.5,2.0,1,2495.0,1677,Northborough,MA,42.315,-71.6493,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1600.0,1057,Virginia Beach,VA,36.8528,-75.9783,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,1,725.0,972,Grand Forks,ND,47.9288,-97.0717,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1412.0,1137,Lewisville,TX,33.0502,-96.9987,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1243.0,1089,Pinellas Park,FL,27.8597,-82.7061,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1645.0,860,Arlington,VA,38.8431,-77.092,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1175.0,1477,Omaha,NE,41.2635,-96.1181,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,753.0,809,Tucson,AZ,32.3126,-110.9189,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,675.0,756,Omaha,NE,41.2635,-96.1181,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1445.0,1048,Tucson,AZ,32.3126,-110.9189,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,0,1290.0,705,Aurora,CO,39.5873,-104.7604,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,3015.0,1634,Arlington,VA,38.8431,-77.092,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1605.0,1192,Aurora,CO,39.5873,-104.7604,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1211.0,819,Lewisville,TX,33.0502,-96.9987,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,750.0,1000,Grand Forks,ND,47.9112,-97.0548,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.5,1.0,0,1984.0,902,Arlington,VA,38.8609,-77.1028,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,0,1510.0,1106,Aurora,CO,39.5873,-104.7604,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,731.0,700,Omaha,NE,41.2361,-96.1148,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,970.0,675,Lewisville,TX,33.0502,-96.9987,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,992.0,769,Lewisville,TX,33.0502,-96.9987,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1483.0,1121,Lewisville,TX,33.0502,-96.9987,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,800.0,1060,Omaha,NE,41.2361,-96.1148,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.5,2.0,1,1975.0,1769,Lunenburg,MA,42.5886,-71.7305,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1000.0,415,Littleton,MA,42.54,-71.4842,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,450.0,400,Grand Forks,ND,47.9112,-97.0548,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,880.0,958,Tucson,AZ,32.2728,-110.8292,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1440.0,656,Redlands,CA,34.0488,-117.1721,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,3.0,1,2022.0,1416,Largo,FL,27.888,-82.7536,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,0,699.0,800,Lexington,KY,38.0983,-84.4932,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1479.0,955,Redlands,CA,34.0488,-117.1721,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,771.0,960,Omaha,NE,41.2048,-96.1189,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1175.0,864,Omaha,NE,41.2048,-96.1189,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,1350.0,851,Loma Linda,CA,34.0503,-117.2491,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,3.0,1,1600.0,1244,Tucson,AZ,32.2728,-110.8292,RentDigs.com,0,0,0,1,0
housing/rent/apartment,3.0,4.0,1,2545.0,2916,Highland,CA,34.127,-117.1978,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,3.0,1,2150.0,2177,Highland,CA,34.127,-117.1978,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.5,3.0,1,1066.0,1217,Omaha,NE,41.2982,-96.053,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,575.0,650,Omaha,NE,41.2982,-96.053,RentDigs.com,1,0,0,0,0
housing/rent/apartment,1.0,1.0,0,450.0,503,Tucson,AZ,32.2514,-110.887,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,925.0,1000,Springfield,MA,42.1088,-72.5522,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,3.0,1,915.0,645,Virginia Beach,VA,36.7878,-76.0767,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1330.0,1065,Grand Prairie,TX,32.6791,-97.0109,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1845.0,1249,Aurora,CO,39.6599,-104.837,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,0,3380.0,1045,Arlington,VA,38.8723,-77.1157,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,4.0,1,1450.0,1788,Helendale,CA,34.6884,-117.2902,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,735.0,563,Tucson,AZ,32.2141,-110.883,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,2.0,0,817.0,818,Tucson,AZ,32.2141,-110.883,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,995.0,751,Grand Prairie,TX,32.6791,-97.0109,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,935.0,645,Virginia Beach,VA,36.7878,-76.0767,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1165.0,777,Virginia Beach,VA,36.7878,-76.0767,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1233.0,1000,Clearwater,FL,27.9741,-82.7461,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1650.0,1001,Aurora,CO,39.6599,-104.837,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,1125.0,651,Grand Prairie,TX,32.6791,-97.0109,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,3.0,1,1940.0,1242,Fontana,CA,34.1352,-117.4612,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,990.0,1013,Tucson,AZ,32.2141,-110.883,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,2.0,1,740.0,975,Fargo,ND,46.8535,-96.8149,RentDigs.com,1,0,0,1,0
housing/rent/apartment,1.0,2.0,1,1495.0,960,Clearwater,FL,27.9741,-82.7461,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,2171.0,678,Arlington,VA,38.8571,-77.0609,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,2.0,0,1694.0,565,Arlington,VA,38.8571,-77.0609,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,0,2058.0,776,Arlington,VA,38.8571,-77.0609,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,0,1301.0,1048,Virginia Beach,VA,36.8379,-76.0939,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,1349.0,815,Springfield,MA,42.1088,-72.5522,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,2688.0,939,Arlington,VA,38.8571,-77.0609,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1157.0,610,Aurora,CO,39.6591,-104.7811,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,590.0,616,Tucson,AZ,32.2142,-110.8292,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,3.0,1,1723.0,745,Arlington,VA,38.8571,-77.0609,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,0,2332.0,1471,Arlington,VA,38.8571,-77.0609,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,995.0,600,Northampton,MA,42.3306,-72.6768,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1545.0,1041,Aurora,CO,39.6591,-104.7811,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,0,1080.0,1040,Ludlow,MA,42.1729,-72.4706,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1000.0,710,Omaha,NE,41.269,-95.9635,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,800.0,750,Holyoke,MA,42.2027,-72.6311,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,0.0,1,895.0,490,Omaha,NE,41.269,-95.9635,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,585.0,545,Grand Prairie,TX,32.7153,-96.9964,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,593.0,590,Tucson,AZ,32.2142,-110.8292,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,370.0,750,Fargo,ND,46.8535,-96.8149,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1120.0,998,Omaha,NE,41.2357,-96.1718,RentDigs.com,1,0,1,1,0
housing/rent/apartment,2.0,2.0,0,1667.0,1169,Aurora,CO,39.6982,-104.8313,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1085.0,728,Grand Prairie,TX,32.7722,-97.0041,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,0,1475.0,1000,Aurora,CO,39.6982,-104.8313,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1040.0,737,Fargo,ND,46.8941,-96.7987,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1730.0,1118,Aurora,CO,39.6982,-104.8313,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,2.0,1,1259.0,859,Virginia Beach,VA,36.8961,-76.255,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,850.0,656,La Vista,NE,41.1839,-96.0308,RentDigs.com,1,0,1,1,0
housing/rent/apartment,2.0,2.0,0,1491.0,1185,Grand Prairie,TX,32.7722,-97.0041,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,1,915.0,550,Clearwater,FL,27.9063,-82.7159,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,575.0,651,Tucson,AZ,32.2661,-110.999,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1100.0,624,Aurora,CO,39.6982,-104.8313,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,760.0,800,Omaha,NE,41.2058,-96.0524,RentDigs.com,1,0,1,0,0
housing/rent/apartment,2.0,2.0,1,2992.0,1244,Arlington,VA,38.8863,-77.0977,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,867.0,706,Atlanta,GA,33.8912,-84.2508,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,3.0,1,1908.0,1376,Aurora,CO,39.6982,-104.8313,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1220.0,1122,Grand Prairie,TX,32.7722,-97.0041,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1552.0,700,Arlington,VA,38.8863,-77.0977,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1283.0,931,Aurora,CO,39.7399,-104.7919,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1105.0,1012,Grand Prairie,TX,32.7722,-97.0041,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,1435.0,884,Grand Terrace,CA,34.0593,-117.3216,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,800.0,650,Omaha,NE,41.2058,-96.0524,RentDigs.com,1,0,1,0,0
housing/rent/apartment,1.0,1.0,1,970.0,734,Omaha,NE,41.2058,-96.0524,RentDigs.com,1,0,1,0,0
housing/rent/apartment,1.0,2.0,1,1485.0,884,Grand Terrace,CA,34.0593,-117.3216,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,3.0,1,1770.0,1319,Grand Prairie,TX,32.7722,-97.0041,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,3.0,1,1045.0,1254,Tucson,AZ,32.2661,-110.999,RentDigs.com,0,0,0,0,0
housing/rent/apartment,3.0,4.0,1,1680.0,1470,Fargo,ND,46.8941,-96.7987,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,643.0,750,Omaha,NE,41.2058,-96.0524,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,748.0,638,Tucson,AZ,32.3282,-110.9861,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,895.0,650,Grand Terrace,CA,34.0593,-117.3216,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1749.0,1034,Woodbridge,VA,38.678,-77.3152,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,3.0,1,2240.0,1567,Atlanta,GA,33.7932,-84.3209,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1341.0,630,Woodbridge,VA,38.678,-77.3152,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,3.0,1,2025.0,1475,Sachse,TX,32.9682,-96.5833,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1380.0,815,Atlanta,GA,33.7848,-84.3922,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1515.0,1054,Atlanta,GA,33.7496,-84.5494,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1685.0,1178,Sachse,TX,32.9682,-96.5833,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1605.0,970,Woodbridge,VA,38.678,-77.3152,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1572.0,1038,Woodbridge,VA,38.678,-77.3152,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1867.0,1344,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1519.0,1040,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,0,911.0,1089,Bellevue,NE,41.1121,-95.9574,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1275.0,1121,Atlanta,GA,33.7932,-84.3209,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1715.0,1252,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,1,1,1,1,0
housing/rent/apartment,3.0,4.0,1,2900.0,3000,Tucson,AZ,32.3282,-110.9861,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,860.0,1000,Bellevue,NE,41.1121,-95.9574,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1537.0,1150,Tucson,AZ,32.3282,-110.9861,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,902.0,1010,Georgetown,KY,38.2211,-84.563,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1309.0,1006,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,1,1120.0,1120,Chesapeake,VA,36.8139,-76.2404,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,0,1120.0,1120,Chesapeake,VA,36.8139,-76.2404,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1921.0,1196,Woodbridge,VA,38.6301,-77.2726,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,2.0,1,890.0,922,Bellevue,NE,41.1121,-95.9574,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,1,830.0,950,Jeffersontown,KY,38.163,-85.5213,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1670.0,1117,Garland,TX,32.9677,-96.6615,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,1610.0,1125,Woodbridge,VA,38.6301,-77.2726,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,3.0,1,825.0,1075,Jeffersontown,KY,38.163,-85.5213,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.5,3.0,1,1425.0,1600,Atlanta,GA,33.7496,-84.5494,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,450.0,700,Wahpeton,ND,46.2709,-96.6093,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,2.0,1,595.0,800,Wahpeton,ND,46.2709,-96.6093,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1185.0,700,Woodbridge,VA,38.6301,-77.2726,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,1,1275.0,900,Arvada,CO,39.8147,-105.125,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,906.0,885,Omaha,NE,41.2909,-96.1677,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1205.0,1057,Atlanta,GA,33.7757,-84.399,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1105.0,1170,Asheville,NC,35.5807,-82.6078,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,620.0,675,Louisville,KY,38.1475,-85.8631,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1785.0,1289,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1319.0,764,Atlanta,GA,33.7757,-84.399,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,3.0,1,1114.0,1186,Louisville,KY,38.2652,-85.4929,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1075.0,900,Omaha,NE,41.2639,-96.0521,RentDigs.com,1,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1105.0,1067,Asheville,NC,35.5807,-82.6078,RentDigs.com,1,1,1,0,0
housing/rent/apartment,3.0,3.0,1,2660.0,2173,Garland,TX,32.9677,-96.6615,RentDigs.com,0,0,0,0,0
housing/rent/apartment,3.0,3.0,1,2150.0,2382,Woodbridge,VA,38.6301,-77.2726,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1161.0,1006,Garland,TX,32.9677,-96.6615,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,3.0,1,1475.0,2148,Garland,TX,32.9677,-96.6615,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1149.0,652,Garland,TX,32.9677,-96.6615,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,1424.0,1062,Saint Petersburg,FL,27.7885,-82.675,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1205.0,769,Atlanta,GA,33.7932,-84.3209,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,2378.0,1130,Arvada,CO,39.7954,-105.0984,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1100.0,975,Garland,TX,32.9677,-96.6615,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1930.0,1282,Atlanta,GA,33.7077,-84.4323,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,3.0,1,1670.0,1435,Atlanta,GA,33.7311,-84.4096,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,0,2274.0,811,Vienna,VA,38.9266,-77.2624,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,0,1395.0,1250,Omaha,NE,41.2639,-96.0521,RentDigs.com,1,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1195.0,685,Saint Petersburg,FL,27.7324,-82.668,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1140.0,1153,Goodyear,AZ,33.4811,-112.3545,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1250.0,1186,Middletown,KY,38.2423,-85.538,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.5,1.0,1,745.0,800,Garland,TX,32.8576,-96.5986,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,1345.0,1126,Goodyear,AZ,33.4811,-112.3545,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1049.0,751,Goodyear,AZ,33.4811,-112.3545,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1315.0,825,Palm Springs,CA,33.8005,-116.5166,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1225.0,738,Omaha,NE,41.2395,-96.0005,RentDigs.com,1,0,1,1,0
housing/rent/apartment,1.0,1.0,1,799.0,690,Louisville,KY,38.3024,-85.5836,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,660.0,580,Omaha,NE,41.2395,-96.0005,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1525.0,1008,Palm Springs,CA,33.8005,-116.5166,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,840.0,672,Garland,TX,32.8808,-96.6418,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,940.0,640,Omaha,NE,41.2395,-96.0005,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1495.0,1024,Palm Springs,CA,33.8005,-116.5166,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.5,1.0,1,1441.0,1114,Atlanta,GA,33.7848,-84.3922,RentDigs.com,0,0,1,1,0
